original_title,id,original_language,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline,summary_length,Unnamed: 15,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Our Ladies,626975,en,7.469,2021-06-18,7.4,8,"['Comedy', 'Drama']",group school girl get opportunity go choir competition interested drinking partying hooking winning competition,0,100.0,The sisters of no mercy.,211,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shadow of a Doubt,21734,en,10.351,1943-01-15,7.6,675,"['Crime', 'Drama', 'Thriller']",bored teen living frustrated nothing seems happening life family receives wonderful news uncle wa named arriving visit may man seems,0,108.0,What horror did her secret life hold... that made her dread this man of her dreams?,327,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Death Wish 3,24873,en,11.85,1985-11-01,6.3,275,"['Action', 'Crime', 'Drama', 'Thriller']",arrives back forcibly recruited crooked police chief fight street crime caused large gang terrorizing neighborhood,16116878,92.0,He's back in New York bringing justice to the streets...,189,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Poison Ivy,9264,en,11.1,1992-05-08,5.4,243,"['Thriller', 'Drama']",seductive teen befriends introverted high school student scheme way life wealthy family,1829804,88.0,"What Ivy wants, Ivy gets.",119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
If a Tree Falls in a Forest,817731,en,14.93,2021-11-11,0.0,0,"['Documentary', 'Fantasy']",set landscape hybrid documentary seek explore harmful cyclical occurrence exploit natural resource bring u closer extinction following discovery mysterious metal structure desert film document encased object found within structure film made speculative recreation study conducted analysis found object surrounding landscape,0,15.0,,443,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Hitting the Apex,357681,en,9.627,2015-09-02,7.8,84,['Documentary'],inside story six fighter six fastest motorcycle racer time fate awaited peak sport story stake lost go chasing glory two hundred mile hour motorcycle,0,138.0,,324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unrest,10085,en,11.352,2006-11-11,5.8,152,['Horror'],young pathology med student suspect spirit dead cadaver hospital morgue work killing handle desecrate body,0,88.0,The First Film To Use Real Bodies,170,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Psych: The Movie,457840,en,10.361,2017-12-07,7.5,147,"['Comedy', 'Crime', 'Mystery', 'TV Movie']",ambitious friend come together holiday mystery assailant target one comedic thrill ride follows wild unpredictable team pursues bad guy justice course food,0,80.0,,233,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Damien: Omen II,10766,en,10.349,1978-06-09,6.4,474,['Horror'],since sudden highly suspicious death parent year old ha charge wealthy aunt uncle widely feared relentlessly plot seize control uncle business empire world attempting unravel secret sinister past fiendish future meet swift cruel demise,26518355,107.0,The first time was only a warning.,381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Land Before Time XIV: Journey of the Brave,339526,en,7.936,2016-02-02,6.8,86,"['Animation', 'Adventure', 'Family']",day known dinosaur treasure becomes stuck event urge young take friend quest save father along way befriend flyer,16000,82.0,,241,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Captive,331190,en,7.856,2015-09-17,5.8,212,"['Crime', 'Drama', 'Thriller']",based miraculous true story drew attention entire nation dramatic thrilling spiritual journey taken hostage apartment turn inspirational book guidance reading book find purpose life help find peaceful resolution harrowing situation,2801508,97.0,Faith. Redemption. Survival.,458,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Man Who Knew Too Much,574,en,11.6,1956-05-16,7.5,971,"['Crime', 'Drama', 'Mystery', 'Thriller']",widescreen remake film title couple vacationing young son accidentally stumble upon assassination plot child kidnapped ensure silence take matter hand save,10250000,120.0,A little knowledge can be a deadly thing!,296,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Daddy Day Camp,14144,en,9.801,2007-08-08,4.7,340,"['Family', 'Comedy']",seeking offer son satisfying summer camp experience eluded child operator neighborhood daycare center open camp face financial hardship stiff competition rival camp,18197398,89.0,The summer is going to be in tents.,229,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trade,4170,en,10.351,2007-01-23,6.9,180,['Thriller'],cop whose daughter might forced sexual slavery join force mexican youth find boy sister wa abducted forced prostitution ukrainian woman wa promised better life also becomes victim,0,120.0,"Each year, more than 1,000,000 people are trafficked across international borders... against their will.",276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SPACE ADVENTURE コブラ,81850,ja,14.921,1982-07-03,6.6,35,"['Animation', 'Science Fiction', 'Action', 'Adventure']",cobra notorious space pirate enlisted bounty hunter rescue sister strange known crystal find drawn complex struggle fate mysterious wandering planet,0,95.0,The most wanted man in the entire universe,235,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DC Showcase: Catwoman,76420,en,7.603,2011-10-18,7.0,129,"['Action', 'Animation', 'Crime']",attempt track mysterious cargo shipment linked crime bos called,0,15.0,,120,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudden Death,9091,en,14.099,1995-10-27,5.9,510,"['Action', 'Adventure', 'Thriller', 'Drama']",man daughter suddenly taken championship hockey game captor demanding billion dollar game end frantically set plan motion rescue abort impending explosion final buzzer,64350171,106.0,Terror goes into overtime.,245,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
El encanto,703155,es,10.018,2020-07-30,6.4,46,['Drama'],thirty year old ha girlfriend celebrate decade love love feel longer captivates want mother know want take step fear could mistake perhaps woman life perhaps soon make matter worse attracted lara new sexy young employee confused find comfort company father old bass confusion push reunite old love music,0,74.0,,579,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Amusement,13803,en,8.851,2008-10-09,5.1,187,"['Horror', 'Thriller', 'Mystery']",interrogated police psychiatrist near catatonic try explain two childhood friend hunted serial killer truth dying come weave together three tragic secret past two girl boyfriend become unwitting target deadly game,170255,85.0,"Your Torture, Your Pain, Your Fear, His Amusement",337,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Three Identical Strangers,489988,en,9.612,2018-06-29,7.4,484,['Documentary'],complete stranger accidentally discover identical triplet separated birth year old joyous reunion catapult international fame also unlocks extraordinary disturbing secret go beyond life could transform understanding human nature forever,1041955,96.0,"The Most Amazing, Incredible, Remarkable True Story Ever Told.",340,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Feliz Navidad,250987,en,13.22,2006-12-24,7.0,4,"['Comedy', 'Family']",true meaning come home household unexpected way expecting new baby facing work challenge young take upon make sure family ha never forget,0,79.0,,248,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Narrow Margin,31597,en,9.598,1990-09-21,6.4,119,"['Action', 'Thriller', 'Crime', 'Mystery']",attempt take unwilling murder witness back testify top level mob bos attempting escape two deadly hitman sent silence board train discover killer onboard next hour train hurl beautiful isolated canadian wilderness deadly game cat mouse ensues ability tell friend foe matter life death,10900000,97.0,It will take you to the edge of suspense.,515,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Drop Zone,4954,en,10.098,1994-12-08,5.6,299,"['Action', 'Thriller']",team skydiving crook led rogue agent specialize landing police roof breaking steal undercover agent file sell drug lord lost brother crew learns skydiving help tough instructor track,28735315,101.0,Taking crime to new heights,346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dangerous Beauty,8583,en,9.599,1998-02-20,7.2,191,"['Drama', 'Romance']",brilliant gifted beautiful handsome aristocrat love cannot marry penniless questionable family mother teach become courtesan one exotic companion favored richest powerful venetian men courageously us charm change destiny give chance true love,4553271,111.0,Born without privilege. Bound by tradition. She found the courage to follow her heart.,417,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Black Widow,19345,en,8.348,1987-02-06,6.1,136,"['Mystery', 'Thriller']",federal agent belief serial killer marries rich men murder money since seemingly master disguise ha multiple identity prove anything conventional detective work option go undercover pursuing man hoping slip reveal true identity,25205460,102.0,She mates and she kills.,438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Piedone d'Egitto,11160,it,8.848,1980-03-01,6.3,103,"['Action', 'Comedy', 'Crime', 'Drama']",go look missing,0,104.0,,94,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dude,399131,en,12.11,2018-04-20,5.6,690,['Comedy'],four best friend negotiate loss major life change last two week high school,0,90.0,Growing up. Moving on. Lighting up.,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amélie,891850,he,14.904,2021-11-11,0.0,0,[''],teenage boy life kibbutz feel like belong main reason also known go process family ha unique story,0,11.0,,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuernos rosas,888975,es,14.904,2021-11-11,0.0,0,[''],escape catholic school bullied celebrates transvestite friend dressed devil teach defend,0,10.0,,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuckie - Dirty Dutch In the Valley,320705,en,13.353,2014-12-12,0.0,0,[''],top game playing mainstage wonder playing great venue world energy live lifestyle,0,,,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red State,48572,en,9.351,2011-08-19,6.1,695,"['Horror', 'Action', 'Thriller']",group teen receive online invitation sex though soon encounter christian fundamentalist much sinister agenda,1104682,88.0,Fear God.,164,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Weather Man,6963,en,9.549,2005-10-20,6.1,723,"['Comedy', 'Drama']",weather man separated wife child debate whether professional personal success mutually exclusive,12482775,101.0,Dave Spritz is about to take his best shot . . . at life,134,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Death at a Funeral,2196,en,9.849,2007-08-17,6.9,1284,"['Comedy', 'Drama']",myriad outrageous calamity befall eccentric clan skeleton closet patriarch dy unexpected death every complication imaginable befall grief stricken mourner,8,90.0,Last rites... and wrongs.,230,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
功夫灌篮,17108,zh,7.599,2008-02-07,5.7,149,"['Action', 'Adventure', 'Comedy']",brilliant martial artist day encounter group youth playing basketball show easy martial art training wa shrewd businessman recruit play varsity basketball local university,22896728,100.0,,328,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funny Games,10234,de,10.598,1997-05-14,7.3,1263,"['Drama', 'Horror', 'Thriller']",two psychotic young men take mother father son hostage vacation cabin force play sadistic game one another amusement,0,109.0,,168,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Te juro que yo no fui,375795,es,6.385,2018-05-31,6.5,34,['Comedy'],running away evil arab woman hide counterbass case causing problem owner musician jelous wife trying win back,0,84.0,,163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel of Christmas,363484,en,10.723,2015-11-29,6.4,54,"['Family', 'TV Movie']",newspaper staffer decides generate spirit writing article family storied year old hand carved heirloom angel lead accidentally meet cute upbeat artist insists become fast friend least turn angel also ha spiritual power bring people together seems behind enchanted ornament time move captivating artifact revealed,0,90.0,,541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
強姦終極篇之最後羔羊,221912,cn,12.157,1999-01-17,8.0,2,['Thriller'],agent turned positive sexual predator us wealth collection high tech gadget prey unsuspecting woman arranging prison breakout notorious rapist rain invite men ravage two woman ha chained basement next set sight romance novelist next door first prey movie star friend lead police consult semi reformed deviant known used prey lactating woman control sexual urge working porno theatre projectionist,0,81.0,,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
うさぎドロップ,95853,ja,10.14,2011-08-20,7.0,43,"['Drama', 'Comedy']",learns recently deceased grandfather ha illegitimate daughter unknown mother girl name year old everybody family look girl embarrassment want part annoyed family attitude decides raise even though ha experience raising child still single movie based popular manga series,0,114.0,,485,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Max Payne,13051,en,11.048,2008-10-15,5.3,1568,"['Crime', 'Action', 'Drama', 'Thriller']",agent whose family wa slain part conspiracy assassin avenge sister death join force solve series murder,85416905,100.0,"When a man has lost everything, he only has revenge.",168,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Poms,574241,en,8.865,2019-05-09,6.5,156,"['Comedy', 'Drama']",woman move retirement community start cheerleading squad fellow resident,8600192,91.0,It’s never too late to chase a dream.,100,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Il traditore,575452,it,11.065,2019-05-23,7.8,1018,"['Drama', 'Crime', 'Thriller']",member decides move family fleeing constant war different clan criminal organization living several misfortune forced return make bold decision change life destiny forever,0,151.0,The true story about the man who brought down the Mafia,345,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
House of the Dead 2,29293,en,9.677,2006-02-11,4.5,86,"['TV Movie', 'Horror']",deranged trying bring back dead killing student experiment outbreak zombie campus government sends medical research team formed lieutenant special force leaded lieutenant trying get zero sample first generation zombie team ha short time accomplish mission leave place missile sent destroy area place crowded hyper sapiens group ha fight survive,0,95.0,,626,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Mystery Men,9824,en,10.096,1999-08-06,5.7,611,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']",hero kidnapped recently paroled supervillain trio average everyday superheroes assemble new super team save,29762011,121.0,"We're not your classic heroes, we're the other guys.",243,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Pet,353979,en,11.604,2016-09-24,5.8,524,"['Horror', 'Thriller']",man bump old crush becomes obsessed several failed attempt winning kidnaps hold captive underneath animal shelter work,22003,94.0,"If You Love Something, Never Let It Go.",185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Vampires vs. the Bronx,567971,en,10.139,2020-10-02,6.0,193,"['Comedy', 'Horror']",three gutsy kid rapidly gentrifying neighborhood stumble upon sinister plot suck life beloved community,0,86.0,They messed with the wrong neighborhood!,142,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heist,11088,en,14.345,2001-11-09,6.3,377,"['Action', 'Crime', 'Drama', 'Thriller']",ha job love thief job go sour get caught security camera tape fence renege money owed wife may betraying fence young lieutenant partner utility man find broke betrayed blackmailed forced commit crew one last big job,0,107.0,It isn't love that makes the world go round.,409,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bowling for Columbine,1430,en,9.345,2002-10-09,7.6,1168,['Documentary'],film gun control film fearful heart soul million lucky enough right constitutionally protected look security camera tape home young man make homemade napalm murder six year old girl another six year old bowling journey past hoping discover pursuit happiness riddled violence,35564473,120.0,One nation under the gun,607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep,430474,en,12.604,2017-05-18,6.0,120,"['Animation', 'Family']",humanity ha abandoned earth colony extravagant creature still thrives deepest abyss ocean,0,92.0,"Under pressure, everything gets complicated",130,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Secret of My Success,10021,en,9.594,1987-04-10,6.4,449,['Comedy'],well educated kid ha always dreamed making big learns job girl hard get visit uncle run multi million dollar company given job company mail room,110996879,111.0,There's no such thing as an overnight success. Brantley Foster took two weeks.,307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harsh Times,7873,en,12.096,2005-09-11,6.4,476,"['Crime', 'Drama', 'Thriller', 'Action']",ex army ranger find slipping back old life petty crime job offer evaporates best friend pressured girlfriend find job interested hanging making cash small heist trying get law enforcement job marry girlfriend,5967038,116.0,Take A Ride To The Edge,367,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
